scientific_name	rank	author	parent	classification	source
Stauropsis	Genus		Naviculaceae	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Naviculaceae - Stauropsis	Artsnavnebase 20170303
Steuroneis	Genus		Naviculaceae	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Naviculaceae - Steuroneis	Artsnavnebase 20170303
Trachyneis	Genus	P.T.Cleve	Naviculaceae	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Naviculaceae - Trachyneis	Artsnavnebase 20170303
Trachyneis aspera	Species	(Ehrenberg) Cleve	Trachyneis	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Naviculaceae - Trachyneis aspera	Artsnavnebase 20170303
Neidiaceae	Family	Mereschk.	Naviculales	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae	Artsnavnebase 20170303
Neidium	Genus	Pfitzer	Neidiaceae	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium	Artsnavnebase 20170303
Neidium affine	Species	(Ehrenb.) Pfitzer	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium affine	Artsnavnebase 20170303
Neidium affine var. affine	Variety	(Ehrenb.) Pfitzer	affine	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium affine var. affine	Artsnavnebase 20170303
Neidium affine var. longiceps	Variety	(W.Greg.) Cleve	affine	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium affine var. longiceps	Artsnavnebase 20170303
Neidium alpinum	Species	Hust.	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium alpinum	Artsnavnebase 20170303
Neidium ampliatum	Species	(Ehrenb.) Krammer	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium ampliatum	Artsnavnebase 20170303
Neidium bergii	Species	(Cleve-Euler) Krammer	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium bergii	Artsnavnebase 20170303
Neidium binodeforme	Species	Krammer	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium binodeforme	Artsnavnebase 20170303
Neidium binodis	Species	(Ehrenb.) Hust.	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium binodis	Artsnavnebase 20170303
Neidium bisulcatum	Species	(Lagerst.) Cleve	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium bisulcatum	Artsnavnebase 20170303
Neidium densestriatum	Species	(Østrup) Krammer	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium densestriatum	Artsnavnebase 20170303
Neidium dubium	Species	(Ehrenb.) Cleve	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium dubium	Artsnavnebase 20170303
Neidium hercynicum	Species	Ant.Mayer	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium hercynicum	Artsnavnebase 20170303
Neidium hercynium	Species	A.Mayer	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium hercynium	Artsnavnebase 20170303
Neidium iridis	Species	(Ehrenb.) Cleve	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium iridis	Artsnavnebase 20170303
Neidium perforatum	Species	Schimanski	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium perforatum	Artsnavnebase 20170303
Neidium productum	Species	(W.Sm.) Cleve	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium productum	Artsnavnebase 20170303
Neidium septentrionale	Species	Cleve-Euler	Neidium	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Neidiaceae - Neidium septentrionale	Artsnavnebase 20170303
Phaeodactylaceae	Family	J.C.Lewin	Naviculales	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Phaeodactylaceae	Artsnavnebase 20170303
Phaeodactylum	Genus	Bohlin	Phaeodactylaceae	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Phaeodactylaceae - Phaeodactylum	Artsnavnebase 20170303
Phaeodactylum tricornutum	Species	Bohlin, 1897	Phaeodactylum	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Phaeodactylaceae - Phaeodactylum tricornutum	Artsnavnebase 20170303
Pinnulariaceae	Family	D.G.Mann	Naviculales	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae	Artsnavnebase 20170303
Hygropetra	Genus	Krammer & Lange-Bert. in Lange-Bert.	Pinnulariaceae	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Hygropetra	Artsnavnebase 20170303
Hygropetra balfouriana	Species	(Grunow & Cleve) Krammer & Lange-Bert.	Hygropetra	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Hygropetra balfouriana	Artsnavnebase 20170303
Pinnularia	Genus	Ehrenb.	Pinnulariaceae	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia	Artsnavnebase 20170303
Pinnularia acuminata	Species	W.Sm.	Pinnularia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia acuminata	Artsnavnebase 20170303
Pinnularia appendiculata	Species	(C.Agardh) Cleve	Pinnularia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia appendiculata	Artsnavnebase 20170303
Pinnularia bacilliformis	Species	Krammer	Pinnularia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia bacilliformis	Artsnavnebase 20170303
Pinnularia bertrandi	Species	Krammer	Pinnularia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia bertrandi	Artsnavnebase 20170303
Pinnularia bertrandii	Species	Krammer	Pinnularia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia bertrandii	Artsnavnebase 20170303
Pinnularia biceps	Species	W.Greg.	Pinnularia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia biceps	Artsnavnebase 20170303
Pinnularia borealis	Species	Ehrenb.	Pinnularia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia borealis	Artsnavnebase 20170303
Pinnularia borealis var. borealis	Variety	Ehrenb.	borealis	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia borealis var. borealis	Artsnavnebase 20170303
Pinnularia borealis var. scalaris	Variety	Rabenh.	borealis	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia borealis var. scalaris	Artsnavnebase 20170303
Pinnularia brauniana	Species	(Grunow) F.Studnicka	Pinnularia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia brauniana	Artsnavnebase 20170303
Pinnularia brebissonii	Species	(Kütz.) Rabenh.	Pinnularia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia brebissonii	Artsnavnebase 20170303
Pinnularia bullacostae	Species	Krammer & Lange-Bert.	Pinnularia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia bullacostae	Artsnavnebase 20170303
Pinnularia clevei	Species	R.M.Patrick	Pinnularia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia clevei	Artsnavnebase 20170303
Pinnularia clevei var. minor	Variety	(Hust.) Krammer	clevei	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia clevei var. minor	Artsnavnebase 20170303
Pinnularia crucifera	Species	Cleve-Euler	Pinnularia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia crucifera	Artsnavnebase 20170303
Pinnularia cruxarea	Species	Krammer	Pinnularia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia cruxarea	Artsnavnebase 20170303
Pinnularia dactylus	Species	Ehrenberg, 1843	Pinnularia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia dactylus	Artsnavnebase 20170303
Pinnularia decrescens	Species	(Grunow) Krammer	Pinnularia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia decrescens	Artsnavnebase 20170303
Pinnularia divergens	Species	W.Sm.	Pinnularia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia divergens	Artsnavnebase 20170303
Pinnularia divergens var. decrescens	Variety	(Grunow) Krammer	divergens	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia divergens var. decrescens	Artsnavnebase 20170303
Pinnularia divergens var. divergens	Variety	W.Sm.	divergens	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia divergens var. divergens	Artsnavnebase 20170303
Pinnularia divergens var. media	Variety	Krammer	divergens	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia divergens var. media	Artsnavnebase 20170303
Pinnularia divergens var. sublinearis	Variety	Cleve	divergens	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia divergens var. sublinearis	Artsnavnebase 20170303
Pinnularia divergentissima	Species	(Grunow) Cleve	Pinnularia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia divergentissima	Artsnavnebase 20170303
Pinnularia divergentissima var. divergentissima	Variety	(Grunow) Cleve	divergentissima	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia divergentissima var. divergentissima	Artsnavnebase 20170303
Pinnularia divergentissima var. minor	Variety	Krammer	divergentissima	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia divergentissima var. minor	Artsnavnebase 20170303
Pinnularia eifelana	Species	(Krammer) Krammer	Pinnularia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia eifelana	Artsnavnebase 20170303
Pinnularia elegans	Species	(W. Smith) Krammer, 1992	Pinnularia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia elegans	Artsnavnebase 20170303
Pinnularia esoxiformis	Species	Fusey	Pinnularia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia esoxiformis	Artsnavnebase 20170303
Pinnularia frequentis	Species	Krammer	Pinnularia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia frequentis	Artsnavnebase 20170303
Pinnularia gibba	Species	(Ehrenb.) Ehrenb	Pinnularia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia gibba	Artsnavnebase 20170303
Pinnularia gibbiformis	Species	Krammer	Pinnularia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia gibbiformis	Artsnavnebase 20170303
Pinnularia globiceps	Species	Gregory, 1856	Pinnularia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia globiceps	Artsnavnebase 20170303
Pinnularia graciloides	Species	Hust.	Pinnularia	Chromista - Bacillariophyta - Bacillariophyceae - Naviculales - Pinnulariaceae - Pinnularia graciloides	Artsnavnebase 20170303
